detection_model,metric,correlation,pvalue,significant
microsoft/deberta-v3-small,MATTR,-0.31176757400850286,8.659276169405857e-06,True
microsoft/deberta-v3-small,L_MATTR,-0.312939958389726,7.97632476954622e-06,True
microsoft/deberta-v3-small,LEX_DEN,-0.14823454930397384,0.03812775884848007,True
microsoft/deberta-v3-small,UNIQUE_WORDS,-0.11794279584788617,0.09968372076079762,False
microsoft/deberta-v3-small,FLESCH,0.25352358957304477,0.0003365832716520417,True
microsoft/deberta-v3-small,GUNNING_FOG,-0.24842672170009195,0.0004465417727109956,True
microsoft/deberta-v3-small,AVG_SENT_LEN,-0.24237109717209987,0.0006200982574754251,True
microsoft/deberta-v3-small,LONG_SENTS,-0.1614903567230911,0.02374274172403787,True
microsoft/deberta-v3-small,SHORT_SENTS,0.22300091509001024,0.0016796936199134074,True
microsoft/deberta-v3-small,SENT_LEN_STD,-0.10363353063058198,0.14832194425003017,False
microsoft/deberta-v3-small,len_in_characters,-0.11733850403673801,0.10144369994612489,False
microsoft/deberta-v3-small,polarity,0.12542122175272388,0.07984451550417397,False
microsoft/deberta-v3-small,subjectivity,-0.06361025323446927,0.37575509159233783,False
microsoft/deberta-v3-small,POS_VERB,-0.0796619166153741,0.2670429506972601,False
microsoft/deberta-v3-small,POS_NOUN,-0.3066903432476394,1.2309924656605434e-05,True
microsoft/deberta-v3-small,POS_ADJ,-0.1465194799397279,0.040440153903654165,True
microsoft/deberta-v3-small,POS_ADV,-0.20123403378695087,0.004680369462706884,True
microsoft/deberta-v3-small,POS_DET,0.2150992913036047,0.002464644470041433,True
microsoft/deberta-v3-small,POS_INTJ,0.11147585758448801,0.1198194747126134,False
microsoft/deberta-v3-small,POS_CONJ,-0.060873094975329625,0.39668386362354074,False
microsoft/deberta-v3-small,POS_PART,0.012320951179774678,0.8639120105575631,False
microsoft/deberta-v3-small,POS_NUM,0.36349589089470996,1.63534876493675e-07,True
microsoft/deberta-v3-small,POS_PREP,-0.26963236403521085,0.00013251715001107528,True
microsoft/deberta-v3-small,POS_PRO,-0.06442947440118245,0.36962519384332476,False
microsoft/deberta-v3-small,G_PASSIVE,0.28118747703794855,6.543702124059582e-05,True
microsoft/deberta-v3-small,G_ACTIVE,0.1943431756249947,0.0063435299088593486,True
microsoft/deberta-v3-small,G_PRESENT,0.14672287983022517,0.040159890022799426,True
microsoft/deberta-v3-small,G_PAST,0.4162741657526727,1.293171632341053e-09,True
microsoft/deberta-v3-small,G_FUTURE,0.06625711204392534,0.35617363308517785,False
microsoft/deberta-v3-small,L_CONT_A,-0.12755844405308103,0.07480129725672421,False
